"","VCMYMD","VCMEquityIdentifier","price","invRank","MARKET_VAL","sector"
"376",19920515,"AFAM        ",6.313395,29,43.538302504,"Health Care"
"377",19920522,"AFAM        ",6.240775,28,43.0375,"Health Care"
"378",19920529,"AFAM        ",5.959373,22,41.0969,"Health Care"
"379",19920605,"AFAM        ",5.886185,19,40.5921875,"Health Care"
"380",19920612,"AFAM        ",5.815268,19,40.103125,"Health Care"
"381",19920619,"AFAM        ",4.964252,6,34.234375,"Health Care"
"382",19920626,"AFAM        ",4.824687,5,33.2719,"Health Care"
"383",19920702,"AFAM        ",5.531596,13,38.146875,"Health Care"
"384",19920710,"AFAM        ",5.108358,6,35.22815,"Health Care"
"385",19920717,"AFAM        ",5.108358,5,35.22815,"Health Care"
"386",19920724,"AFAM        ",5.106089,6,35.2125,"Health Care"
"387",19920731,"AFAM        ",4.964252,3,34.234375,"Health Care"
"388",19920807,"AFAM        ",4.538745,1,31.3,"Health Care"
"389",19920814,"AFAM        ",4.822417,3,33.25625,"Health Care"
"390",19920821,"AFAM        ",3.9714,1,27.3875,"Health Care"
"391",19920828,"AFAM        ",4.541015,2,31.31565,"Health Care"
"392",19920904,"AFAM        ",4.538745,2,31.3,"Health Care"
"393",19920911,"AFAM        ",4.39691,1,30.321875,"Health Care"
"394",19920918,"AFAM        ",4.39691,1,30.321875,"Health Care"
"395",19920925,"AFAM        ",5.247924,17,36.190625,"Health Care"
"396",19921002,"AFAM        ",5.38976,21,37.16875,"Health Care"
"397",19921009,"AFAM        ",5.815268,28,40.103125,"Health Care"
"398",19921016,"AFAM        ",4.964252,10,34.234375,"Health Care"
